laptop id,company,product,typename,inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,Price_euros
L0152,Microsoft,Surface Laptop,Gaming,17,2560x1600 IPS WQXGA (HD quality),Ryzen 7 7735HS,48GB,AMD Radeon 780M,Windows 11,2.3,2067.76
L0153,MSI,Creator 16,Ultrabook,17,3000x2000 IPS Touchscreen 3K,Core i5-13500H,48GB,NVIDIA GeForce RTX 4060,ChromeOS,2.73,2291.44
L0154,MSI,Katana 14,Workstation,16,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7840U,16GB,AMD Radeon 780M,Ubuntu 22.04,1.86,1328.92
L0155,Microsoft,Surface Laptop Studio X1,Gaming,16,2560x1440 Touchscreen Quad HD,Core i7-1360P,64GB,Intel Arc iGPU,ChromeOS,1.87,2632.02
L0156,Huawei,MateBook D,Workstation,16,3200x2000 IPS Touchscreen 3.2K,Core Ultra 7 155H,16GB,Apple M3 10‑core GPU,Windows 11,1.8,1623.03
L0157,Acer,Predator Helios,2 in 1 Convertible,14.5,3200x2000 IPS 3.2K,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,Windows 11 Pro,1.53,2091.77
L0158,Gigabyte,G5 X1,Chromebook,17,3200x2000 Touchscreen 3.2K,Ryzen 7 8840U,24GB,Apple M3 10‑core GPU,Ubuntu 24.04,2.12,1497.57
L0159,Samsung,Galaxy Book Pro 15,Netbook,15.6,2880x1800 IPS 2.8K,Core Ultra 7 165H,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.91,2429.9
L0160,Razer,Blade 7,Netbook,15,3840x2160 Touchscreen 4K UHD,Ryzen 9 7940HS,16GB,AMD Radeon 780M,Windows 11 Pro,1.49,1725.62
L0161,LG,Gram Pro,Ultrabook,13.6,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4050,Windows 11,1.49,1828.52
L0162,Razer,Blade Stealth 7,Ultrabook,13.3,3000x2000 IPS Touchscreen 3K,Ryzen 5 7640U,8GB,Apple M3 10‑core GPU,Windows 11 Pro,1.15,1005.71
L0163,LG,Ultra PC 14,Notebook,13.6,3000x2000 IPS 3K,Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.61,3009.67
L0164,Lenovo,ThinkPad T 16,Notebook,13.3,1920x1080 Touchscreen Full HD,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 3050,Windows 11,1.64,2351.97
L0165,Razer,Blade Pro,Ultrabook,14.5,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 8840U,8GB,Intel Arc iGPU,Windows 11 Pro,1.53,1123.26
L0166,Apple,MacBook Air 13,2 in 1 Convertible,14,3840x2160 IPS Touchscreen 4K UHD,Apple M3 Max,8GB,Apple M3 10‑core GPU,macOS,1.31,1823.31
L0167,Razer,Blade Stealth Pro,Netbook,16,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 155H,48GB,AMD Radeon 780M,Windows 11 Pro,1.75,2309.88
L0168,Razer,Blade Stealth G16,Ultrabook,15,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,24GB,Apple M3 10‑core GPU,ChromeOS,1.54,1558.36
L0169,LG,Ultra PC 13,Workstation,14.5,3200x2000 IPS 3.2K,Core i5-1340P,16GB,AMD Radeon 760M,Windows 11,1.5,1251.17
L0170,Dell,XPS,Workstation,16.1,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 7 165H,8GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.06,2272.05
L0171,Razer,Blade Stealth X1,Ultrabook,15,2880x1800 Touchscreen 2.8K,Core i9-13900H,16GB,NVIDIA GeForce RTX 4050,Windows 11,1.77,2324.11
L0172,Dell,Inspiron X1,Workstation,16,2560x1600 Touchscreen WQXGA (HD quality),Core i7-1360P,24GB,Intel Iris Xe,Windows 11 Pro,1.82,1845.42
L0173,Dell,Inspiron 16,Ultrabook,16,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 7 8840U,32GB,AMD Radeon 780M,Windows 11,1.76,1758.42
L0174,Huawei,MateBook D 7,Netbook,14,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,48GB,AMD Radeon 780M,Windows 11 Pro,1.32,2121.17
L0175,Lenovo,Legion Pro,Gaming,17,1920x1080 IPS Touchscreen Full HD,Ryzen 7 7840U,32GB,AMD Radeon 780M,Ubuntu 22.04,2.26,1633.44
L0176,MSI,Katana 14,Workstation,14.5,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i5-13500H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.95,2593.05
L0177,MSI,Pulse,Netbook,17,3000x2000 IPS Touchscreen 3K,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4060,Windows 11,2.65,1994.08
L0178,Gigabyte,G5 X1,Notebook,13.3,1920x1080 Touchscreen Full HD,Core i9-13900H,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.61,3920.4
L0179,Razer,Blade G16,Ultrabook,16.1,1920x1080 Touchscreen Full HD,Ryzen 5 7640U,8GB,Intel Iris Xe,Windows 11 Pro,1.89,1076.89
L0180,Samsung,Galaxy Book Pro 7,Notebook,16.1,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 8840U,8GB,AMD Radeon 780M,Windows 11,1.8,1094.6
L0181,Dell,Inspiron 15,Gaming,17,2560x1440 Touchscreen Quad HD,Ryzen 9 7940HS,16GB,Intel Iris Xe,Windows 11 Pro,2.18,1755.86
L0182,Avita,Liber V 7,Business,16,1920x1080 IPS Touchscreen Full HD,Core Ultra 9 185H,24GB,Intel Arc iGPU,Windows 11,1.77,2095.62
L0183,Dell,Latitude 7,Netbook,16,3000x2000 Touchscreen 3K,Core i7-1360P,24GB,AMD Radeon 760M,Windows 11 Pro,1.88,1896.72
L0184,LG,Gram G16,Notebook,14.5,2560x1600 IPS WQXGA (HD quality),Core i7-1360P,64GB,Intel Iris Xe,Windows 11 Pro,1.47,2544.72
L0185,MSI,Modern 7,Gaming,17,2560x1440 Touchscreen Quad HD,Ryzen 7 7840U,16GB,AMD Radeon 780M,Ubuntu 22.04,2.27,1333.74
L0186,Samsung,Galaxy Book 15,Business,17,3000x2000 IPS Touchscreen 3K,Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 4070,Windows 11,2.69,3198.67
L0187,Apple,MacBook Pro 15,Workstation,14,3840x2160 Touchscreen 4K UHD,Apple M3 Max,48GB,Apple M3 10‑core GPU,macOS,1.35,2624.45
L0188,ASUS,ExpertBook G16,Ultrabook,16.1,3000x2000 IPS 3K,Ryzen 5 7640U,64GB,Intel Iris Xe,Windows 11,1.89,2065.32
L0189,Toshiba,Dynabook Tecra 7,Notebook,14.5,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7735HS,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.04,3194.11
L0190,Microsoft,Surface Laptop Studio Plus,Gaming,15.6,3200x2000 Touchscreen 3.2K,Ryzen 7 7735HS,24GB,Apple M3 10‑core GPU,ChromeOS,1.69,1482.38
L0191,Gigabyte,G6,Workstation,14,3200x2000 IPS 3.2K,Core Ultra 7 165H,64GB,NVIDIA GeForce RTX 4050,Ubuntu 24.04,1.76,2604.93
L0192,MSI,Katana 7,Notebook,13.6,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 8840U,32GB,AMD Radeon 760M,Windows 11,1.36,1490.13
L0193,Dell,Vostro G16,Notebook,17,2880x1800 IPS 2.8K,Ryzen 7 7840U,32GB,AMD Radeon 780M,Windows 11 Pro,2.17,1755.13
L0194,Razer,Blade Stealth G16,Ultrabook,13.3,1920x1080 IPS Touchscreen Full HD,Ryzen 5 7640U,8GB,Intel Iris Xe,Windows 11,1.35,955.61
L0195,Huawei,MateBook D 16,Gaming,15,1920x1080 IPS Touchscreen Full HD,Ryzen 7 8840U,8GB,AMD Radeon 780M,Windows 11,1.46,1081.33
L0196,Huawei,MateBook 14 15,Business,13.6,3200x2000 IPS 3.2K,Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.53,3286.22
L0197,Toshiba,Dynabook Portege 14,Chromebook,13.6,2560x1440 Touchscreen Quad HD,Core Ultra 7 155H,8GB,NVIDIA GeForce RTX 4060,Windows 11,1.78,1608.89
L0198,Razer,Blade Plus,Gaming,16.1,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 7 165H,32GB,NVIDIA GeForce RTX 4070,Ubuntu 22.04,2.39,2696.01
L0199,Huawei,MateBook X G16,Business,15.6,3840x2160 IPS 4K UHD,Core i5-1340P,64GB,Intel Arc iGPU,Windows 11 Pro,1.71,2209.76
L0200,Toshiba,Dynabook Portege 15,2 in 1 Convertible,16,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4050,Windows 11,2.31,2608.29
L0201,Avita,Pura 14,Business,16,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i7-13700H,8GB,NVIDIA GeForce RTX 3050,Windows 11,1.93,1702.61
L0202,Microsoft,Surface Laptop Studio Pro,Business,16,3200x2000 Touchscreen 3.2K,Core i9-13900H,48GB,NVIDIA GeForce RTX 4060,Windows 11,2.15,3205.05
L0203,Microsoft,Surface Laptop Studio X1,Notebook,15,3200x2000 Touchscreen 3.2K,Core Ultra 5 125H,16GB,NVIDIA GeForce RTX 4070,Windows 11,1.92,2106.29
L0204,Dell,XPS 14,Ultrabook,14,2880x1800 Touchscreen 2.8K,Ryzen 7 7840U,24GB,Intel Iris Xe,Windows 11 Pro,1.4,1385.35
L0205,Avita,Liber V G16,Business,15,3000x2000 IPS 3K,Ryzen 7 7735HS,64GB,NVIDIA GeForce RTX 4070,Windows 11,1.96,2867.8
L0206,ASUS,Zenbook Plus,Notebook,14.5,3200x2000 IPS Touchscreen 3.2K,Core Ultra 5 125H,8GB,NVIDIA GeForce RTX 4070,Windows 11,1.81,1604.6
L0207,Gigabyte,G6 15,Netbook,14.5,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 8840U,8GB,Apple M3 10‑core GPU,Windows 11,1.39,1004.56
L0208,Apple,MacBook Pro 13,Chromebook,15,3840x2160 Touchscreen 4K UHD,Apple M3 Pro,8GB,Apple M3 10‑core GPU,macOS,1.56,1451.04
L0209,Lenovo,IdeaPad Slim Plus,Workstation,14.5,2880x1800 Touchscreen 2.8K,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,Ubuntu 22.04,1.38,2141.21
L0210,Apple,MacBook Air 15,Ultrabook,15.6,1920x1080 IPS Touchscreen Full HD,Apple M3 Max,64GB,Apple M3 10‑core GPU,macOS,1.7,2983.51
L0211,Microsoft,Surface Laptop X1,Chromebook,13.3,2560x1440 IPS Touchscreen Quad HD,Ryzen 5 7640U,8GB,Intel Iris Xe,Ubuntu 24.04,1.29,948.42
L0212,Huawei,MateBook D Plus,Notebook,17,2560x1440 IPS Touchscreen Quad HD,Ryzen 5 7640U,48GB,Apple M3 10‑core GPU,Windows 11,2.15,1733.93
L0213,Acer,Nitro G16,Netbook,16.1,2560x1600 IPS WQXGA (HD quality),Core Ultra 9 185H,16GB,Apple M3 10‑core GPU,Windows 11,1.83,1970.59
L0214,MSI,Prestige Pro,Netbook,14.5,2880x1800 Touchscreen 2.8K,Ryzen 7 8840U,8GB,Intel Arc iGPU,Windows 11 Pro,1.52,990.59
L0215,Apple,MacBook Air 13,Notebook,14.5,2560x1600 Touchscreen WQXGA (HD quality),Apple M2,64GB,Apple M2 10‑core GPU,macOS,1.41,2276.61
L0216,HP,Spectre x360 X1,Chromebook,17,3200x2000 IPS Touchscreen 3.2K,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4050,Windows 11,2.83,2096.99
L0217,Toshiba,Dynabook Portege G16,Notebook,15,3840x2160 IPS 4K UHD,Core Ultra 7 155H,16GB,AMD Radeon 760M,Ubuntu 22.04,1.63,1567.82
L0218,Acer,Swift,Chromebook,13.3,2560x1440 IPS Touchscreen Quad HD,Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 4070,Windows 11,1.77,2437.98
L0219,HP,Spectre x360 Plus,2 in 1 Convertible,15,2880x1800 Touchscreen 2.8K,Ryzen 5 7640U,8GB,AMD Radeon 780M,Windows 11 Pro,1.49,965
L0220,Microsoft,Surface Laptop Pro,Ultrabook,16,3840x2160 IPS Touchscreen 4K UHD,Ryzen 9 7940HS,48GB,AMD Radeon 780M,ChromeOS,1.8,2350.49
L0221,HP,Spectre x360 G16,2 in 1 Convertible,13.3,3840x2160 Touchscreen 4K UHD,Core i7-13700H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,ChromeOS,1.76,3185.39
L0222,ASUS,ExpertBook,2 in 1 Convertible,16,2560x1600 IPS WQXGA (HD quality),Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4060,ChromeOS,2.05,3073.18
L0223,Razer,Blade Plus,2 in 1 Convertible,16.1,3000x2000 Touchscreen 3K,Core i7-13700H,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.21,1869.33
L0224,Lenovo,ThinkPad T G16,Gaming,15.6,1920x1080 IPS Full HD,Core Ultra 7 165H,8GB,AMD Radeon 780M,ChromeOS,1.62,1422.45
L0225,MSI,Pulse 13,Netbook,15,2560x1600 IPS WQXGA (HD quality),Core i5-13500H,64GB,AMD Radeon 780M,Windows 11 Pro,1.49,2196.56
L0226,HP,OMEN 16,Workstation,14,2560x1440 IPS Touchscreen Quad HD,Core i5-13500H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.73,2864.5
L0227,Acer,Swift 15,Netbook,15.6,2560x1440 IPS Touchscreen Quad HD,Core i7-1360P,32GB,Intel Arc iGPU,Windows 11,1.69,1825.56
L0228,Gigabyte,AERO,Ultrabook,16,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7840U,32GB,AMD Radeon 760M,Ubuntu 24.04,1.81,1543.19
L0229,Samsung,Galaxy Book3 15,Gaming,16.1,1920x1080 IPS Full HD,Ryzen 5 7640U,24GB,AMD Radeon 780M,ChromeOS,1.81,1242.11
L0230,MSI,Modern 13,Notebook,15.6,3000x2000 IPS Touchscreen 3K,Ryzen 5 7640U,32GB,Intel Iris Xe,Windows 11 Pro,1.58,1343.16
L0231,Lenovo,ThinkPad T X1,Workstation,15,2560x1600 IPS WQXGA (HD quality),Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.67,2287.11
L0232,LG,Ultra PC 15,Notebook,13.3,2560x1440 IPS Quad HD,Ryzen 5 7640U,32GB,Intel Arc iGPU,Windows 11 Pro,1.24,1496.33
L0233,ASUS,Zenbook Pro,Business,14,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7840U,32GB,Intel Arc iGPU,Windows 11 Pro,1.3,1488.82
L0234,Razer,Blade 14,Notebook,13.6,3200x2000 Touchscreen 3.2K,Ryzen 7 7735HS,16GB,NVIDIA GeForce RTX 4070,Ubuntu 24.04,1.91,2031.73
L0235,Razer,Blade 7,Workstation,13.6,2880x1800 IPS Touchscreen 2.8K,Core i9-13900H,48GB,Apple M3 10‑core GPU,Windows 11,1.21,2648.43
L0236,HP,Envy 15,2 in 1 Convertible,14,1920x1080 Touchscreen Full HD,Core i5-13500H,16GB,Intel Iris Xe,Ubuntu 24.04,1.31,1154.52
L0237,Gigabyte,AERO 13,Business,17,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 8840U,48GB,AMD Radeon 760M,ChromeOS,2.1,1941.05
L0238,Razer,Blade Stealth 13,Business,14,2560x1440 IPS Touchscreen Quad HD,Core Ultra 7 155H,48GB,AMD Radeon 780M,Ubuntu 24.04,1.43,2184.34
L0239,LG,Ultra PC Plus,Chromebook,13.3,2560x1440 Touchscreen Quad HD,Ryzen 7 7840U,48GB,Apple M3 10‑core GPU,Windows 11 Pro,1.16,1965.64
L0240,Acer,Aspire,Chromebook,15,2560x1600 IPS WQXGA (HD quality),Ryzen 7 8840U,24GB,AMD Radeon 780M,Ubuntu 22.04,1.64,1349.63
L0241,ASUS,TUF Gaming G16,Workstation,16,3000x2000 IPS Touchscreen 3K,Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.33,2950.67
L0242,ASUS,ExpertBook X1,Gaming,17,3000x2000 IPS 3K,Core Ultra 9 185H,16GB,Intel Iris Xe,Windows 11,2.28,2001.6
L0243,ASUS,ROG Zephyrus 7,Business,13.6,3200x2000 IPS 3.2K,Core i7-1360P,32GB,Apple M3 10‑core GPU,Windows 11 Pro,1.31,1725.47
L0244,HP,Pavilion 13,Workstation,13.3,2880x1800 IPS 2.8K,Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,1.73,2135.73
L0245,LG,Gram 7,Gaming,14,3000x2000 IPS 3K,Core i5-1340P,48GB,AMD Radeon 780M,Windows 11 Pro,1.33,1898.94
L0246,Acer,Nitro 16,2 in 1 Convertible,16.1,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.14,1458.3
L0247,ASUS,ROG Zephyrus 16,Workstation,15,2560x1440 IPS Quad HD,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 4060,Windows 11,2.11,2233.73
L0248,MSI,Katana X1,Ultrabook,14.5,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i9-13900H,64GB,AMD Radeon 780M,Windows 11,1.52,2833.94
L0249,HP,Pavilion 13,Chromebook,14,3200x2000 Touchscreen 3.2K,Core i7-1360P,64GB,Intel Arc iGPU,Windows 11,1.4,2359.92
L0250,Gigabyte,G5 G16,Workstation,15,2880x1800 IPS 2.8K,Ryzen 5 7640U,64GB,Apple M3 10‑core GPU,Windows 11,1.54,1995.29
L0251,Dell,Vostro Pro,Workstation,16,1920x1080 IPS Full HD,Core Ultra 9 185H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,2.13,3343.45
L0252,Dell,Vostro G16,Gaming,15.6,3200x2000 IPS 3.2K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4050,Windows 11,2.1,2031.45
L0253,Razer,Blade Stealth X1,Business,16,2880x1800 Touchscreen 2.8K,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 4060,ChromeOS,2.41,2469.03
L0254,Apple,MacBook Air 13,Netbook,15,2560x1440 IPS Quad HD,Apple M3 Max,48GB,Apple M3 10‑core GPU,macOS,1.57,2671.71
L0255,Toshiba,Dynabook Tecra 16,Workstation,16.1,3200x2000 IPS Touchscreen 3.2K,Ryzen 9 7940HS,64GB,AMD Radeon 780M,ChromeOS,1.9,2567.52
L0256,HP,OMEN,2 in 1 Convertible,14.5,3200x2000 IPS 3.2K,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 3050,Windows 11,1.83,2050.26
L0257,Razer,Blade Plus,Ultrabook,13.6,3200x2000 IPS 3.2K,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.71,2169.15
L0258,Apple,MacBook Pro X1,Notebook,17,2560x1600 IPS Touchscreen WQXGA (HD quality),Apple M3,32GB,Apple M3 10‑core GPU,macOS,2.27,1693.64
L0259,Huawei,MateBook 14 13,Workstation,13.6,3840x2160 IPS 4K UHD,Ryzen 7 7840U,48GB,Intel Iris Xe,Ubuntu 22.04,1.26,1753.27
L0260,HP,Spectre x360 Pro,Chromebook,14.5,3200x2000 Touchscreen 3.2K,Ryzen 7 7840U,8GB,Intel Arc iGPU,Windows 11,1.52,986.97
L0261,HP,Spectre x360 Pro,Notebook,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i7-13700H,24GB,NVIDIA GeForce RTX 3050,Windows 11,1.91,1816.83
L0262,LG,Ultra PC X1,Notebook,13.6,3840x2160 IPS 4K UHD,Core Ultra 7 165H,64GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.83,2965.3
L0263,Acer,Predator Helios 14,Notebook,16,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,64GB,AMD Radeon 760M,Windows 11,1.72,2560.5
L0264,Apple,MacBook Air 15,Chromebook,16.1,2560x1440 IPS Touchscreen Quad HD,Apple M3 Max,24GB,Apple M3 10‑core GPU,macOS,1.92,2332.13
L0265,Avita,Liber V 7,Chromebook,13.6,2880x1800 Touchscreen 2.8K,Core Ultra 7 155H,24GB,NVIDIA GeForce RTX 3050,Windows 11,1.92,1813.98
L0266,Microsoft,Surface Pro Plus,Notebook,16,3200x2000 IPS Touchscreen 3.2K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4070,Windows 11,2.09,2585.72
L0267,Samsung,Galaxy Book Pro 14,Notebook,16.1,2560x1600 IPS WQXGA (HD quality),Ryzen 7 8840U,8GB,Apple M3 10‑core GPU,Windows 11 Pro,1.88,1080.55
L0268,Samsung,Galaxy Book Pro Plus,Chromebook,13.6,3840x2160 Touchscreen 4K UHD,Ryzen 7 8840U,8GB,AMD Radeon 760M,Windows 11,1.21,953.6
L0269,Microsoft,Surface Pro,Notebook,15,3000x2000 IPS Touchscreen 3K,Core i7-13700H,24GB,NVIDIA GeForce RTX 3050,Ubuntu 24.04,1.94,2097.99
L0270,Huawei,MateBook 14 G16,Chromebook,13.6,1920x1080 IPS Touchscreen Full HD,Core Ultra 5 125H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.68,1641.34
L0271,HP,OMEN 13,Workstation,14.5,2560x1440 IPS Quad HD,Ryzen 7 7840U,32GB,Intel Iris Xe,Windows 11,1.5,1386.05
L0272,LG,Gram 7,Chromebook,17,2560x1440 Touchscreen Quad HD,Core i9-13900H,64GB,NVIDIA GeForce RTX 4070,Ubuntu 24.04,2.83,3838.32
L0273,Huawei,MateBook 14 14,Gaming,13.6,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,ChromeOS,1.75,2605.27
L0274,ASUS,TUF Gaming 14,Gaming,16,3000x2000 IPS Touchscreen 3K,Ryzen 7 7735HS,24GB,Apple M3 10‑core GPU,Windows 11,1.74,1462.87
L0275,LG,Ultra PC 14,Gaming,17,3000x2000 IPS Touchscreen 3K,Ryzen 5 7640U,24GB,Apple M3 10‑core GPU,Windows 11 Pro,2.23,1486.2
L0276,Microsoft,Surface Laptop Studio X1,Ultrabook,17,1920x1080 IPS Full HD,Ryzen 7 7840U,8GB,Intel Arc iGPU,Windows 11,2.3,1288.84
L0277,HP,Spectre x360 16,2 in 1 Convertible,17,1920x1080 Touchscreen Full HD,Ryzen 5 7640U,48GB,Apple M3 10‑core GPU,Ubuntu 24.04,2.15,1801.96
L0278,Gigabyte,G5,Business,16,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.41,1541.6
L0279,LG,Ultra PC Plus,2 in 1 Convertible,14.5,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 7 155H,16GB,Apple M3 10‑core GPU,Windows 11,1.44,1582.36
L0280,HP,Envy Plus,Workstation,13.3,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 5 125H,16GB,Apple M3 10‑core GPU,Windows 11 Pro,1.25,1134.45
L0281,Acer,Swift G16,2 in 1 Convertible,14,3000x2000 IPS 3K,Core i5-13500H,48GB,NVIDIA GeForce RTX 3050,Windows 11,1.78,1988.16
L0282,Gigabyte,G6 Pro,Ultrabook,13.6,3200x2000 Touchscreen 3.2K,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,ChromeOS,1.24,2025.18
L0283,Avita,Pura X1,Notebook,16,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 5 7640U,48GB,AMD Radeon 780M,Windows 11 Pro,1.8,1738.54
L0284,LG,Gram G16,Notebook,13.6,2560x1440 IPS Touchscreen Quad HD,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4050,Ubuntu 24.04,1.77,1867.74
L0285,Avita,Pura 13,Gaming,13.3,2880x1800 IPS Touchscreen 2.8K,Ryzen 5 7640U,8GB,Intel Arc iGPU,Windows 11 Pro,1.26,824.75
L0286,Lenovo,IdeaPad Slim X1,Business,16.1,3200x2000 Touchscreen 3.2K,Ryzen 7 8840U,8GB,AMD Radeon 760M,Windows 11,1.93,1130.39
L0287,Gigabyte,AERO 13,Netbook,17,1920x1080 Touchscreen Full HD,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4070,Windows 11,2.6,1767.73
L0288,MSI,Pulse 16,Gaming,15,3200x2000 IPS Touchscreen 3.2K,Ryzen 5 7640U,48GB,Apple M3 10‑core GPU,Windows 11,1.45,1727.57
L0289,Microsoft,Surface Pro 13,Workstation,14.5,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7840U,32GB,Apple M3 10‑core GPU,Windows 11,1.39,1638.52
L0290,Lenovo,ThinkPad X 14,Ultrabook,17,2880x1800 IPS Touchscreen 2.8K,Core i5-1340P,64GB,Intel Arc iGPU,Windows 11,2.25,2233.33
L0291,Acer,Predator Helios 14,2 in 1 Convertible,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 9 185H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.7,2393.69
L0292,Gigabyte,G5 X1,Gaming,13.3,2560x1600 IPS WQXGA (HD quality),Core i5-13500H,24GB,Intel Iris Xe,Windows 11 Pro,1.33,1280.17
L0293,Acer,Predator Helios 7,Notebook,14,3200x2000 IPS Touchscreen 3.2K,Core i5-1340P,16GB,Apple M3 10‑core GPU,Windows 11,1.4,1175.97
L0294,Toshiba,Dynabook Tecra Plus,Business,14.5,1920x1080 IPS Touchscreen Full HD,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4050,Windows 11,2.02,2061.43
L0295,HP,OMEN Pro,Notebook,16,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.16,3735.72
L0296,HP,OMEN G16,Ultrabook,14.5,3840x2160 Touchscreen 4K UHD,Core Ultra 7 155H,24GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.89,1884.6
L0297,Apple,MacBook Pro 13,Workstation,15,3000x2000 IPS Touchscreen 3K,Apple M3,32GB,Apple M3 10‑core GPU,macOS,1.58,1677.49
L0298,LG,Gram Pro,Workstation,16,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 8840U,24GB,AMD Radeon 760M,Ubuntu 22.04,1.8,1538.07
L0299,HP,Envy 13,Workstation,14.5,2560x1440 IPS Quad HD,Core i7-1360P,48GB,Intel Arc iGPU,Windows 11 Pro,1.51,2093.63
L0300,Samsung,Galaxy Book3 7,Chromebook,14.5,3000x2000 IPS 3K,Ryzen 5 7640U,16GB,Intel Arc iGPU,Windows 11,1.38,976.64
L0301,Avita,Liber V,Gaming,15,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4060,ChromeOS,1.86,2261.28
L0302,Samsung,Galaxy Book 15,Business,14,3840x2160 IPS Touchscreen 4K UHD,Core i9-13900H,24GB,NVIDIA GeForce RTX 4060,ChromeOS,1.7,2369.17
L0303,HP,Spectre x360,2 in 1 Convertible,17,3840x2160 IPS Touchscreen 4K UHD,Ryzen 7 7840U,48GB,Intel Arc iGPU,Windows 11,2.28,1919.09
L0304,Gigabyte,AERO 13,Chromebook,14,3000x2000 IPS Touchscreen 3K,Core i5-13500H,48GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.7,2052.64
